age	nonint	mwork	meduc	income	nsibs	fundprot	tradrole
11919	15.416666667	no	yes	12	13416	2	no	SD
11923	17.666666667	no	yes	12	7000	1	no	SD
11927	17	yes	yes	12	8491	4	yes	SA
11929	20.833333333	no	yes	12	16330	3	no	D
11930	18.416666667	yes	no	11	10399	1	yes	A
11940	19.916666667	no	yes	12	4504	4	no	A
11943	18.083333333	yes	no	9	10399	7	no	D
11949	15.166666667	no	no	9	5307	3	no	SD
11953	18.583333333	no	no	7	5559	4	yes	D
11955	18.5	no	yes	16	14289	3	no	D
11958	14.75	yes	yes	16	17321	0	no	SD
11959	21.083333333	no	no	13	9000	2	no	D
11962	16.333333333	no	no	14	7354	1	no	SD
11966	18.25	no	no	14	7354	1	no	D
11967	19.583333333	no	yes	14	8491	2	no	SD
11986	18.25	no	no	6	0	5	no	SD
11987	18.666666667	yes	yes	12	10399	1	no	A
11988	20.916666667	no	no	12	7354	1	no	SD
11989	18.416666667	no	no	12	7354	1	no	D
11995	15	no	yes	12	6532	3	no	A
11996	19.75	no	no	12	8660	1	no	D
11999	17.666666667	no	yes	15	11000	1	no	SD
12000	20.416666667	no	no	9	35000	3	no	A
12001	17.416666667	no	no	12	5200	5	yes	D
12003	15.166666667	no	no	12	5559	5	no	SD
12004	17.5	yes	no	12	5200	6	no	A
12015	18.166666667	no	no	12	5052	3	no	SD
12017	21.75	yes	no	12	14707	5	no	D
12018	21.666666667	yes	no	11	25200	7	no	SD
12020	16.416666667	no	yes	16	6577	2	yes	A
12021	18.75	no	yes	16	6577	2	yes	D
12022	21.833333333	yes	no	8	8015	1	no	SD
12024	21	no	no	12	6004	3	no	D
12025	17.333333333	no	no	12	6004	3	no	SD
12027	17	no	yes	12	14758	2	no	D
12028	15.416666667	no	yes	12	14758	2	no	SD
12029	20.666666667	no	no	12	8491	5	no	A
12030	18.333333333	no	yes	12	5774	0	no	SD
12032	15.25	no	no	11	6708	3	yes	A
12034	17.25	no	no	17	43302	3	no	SD
12035	19	no	yes	14	8491	2	yes	SD
12036	20.666666667	yes	no	10	4899	2	no	SD
12037	16.666666667	no	yes	12	6261	2	yes	A
12038	14.833333333	no	yes	12	6261	2	yes	A
12042	16	no	no	12	6708	3	yes	SA
12046	20	no	yes	16	17500	1	no	SD
12047	17.5	yes	yes	17	8944	5	no	SD
12048	16.5	yes	yes	18	10000	5	no	SD
12049	15.416666667	yes	yes	18	8944	5	no	SD
12051	21.833333333	no	yes	12	8491	2	no	D
12054	21.833333333	no	yes	12	14707	3	no	SD
12057	15.916666667	yes	yes	16	9815	2	yes	A
12058	16.333333333	no	yes	12	18475	0	no	SD
12061	21.5	yes	yes	16	5031	6	no	D
12063	16.5	no	no	16	25000	1	no	SD
12066	19.083333333	no	yes	12	3000	5	no	SD
12070	18.333333333	yes	yes	12	4243	3	yes	SD
12073	18.416666667	no	yes	12	6577	2	no	D
12076	21.5	no	no	12	4950	2	no	D
12078	17.333333333	no	no	15	7354	1	no	SD
12083	17.333333333	no	yes	11	8981	3	no	SD
12085	18.333333333	yes	no	11	8491	5	no	SA
12086	17.166666667	yes	no	12	7000	1	no	SD
12087	21.666666667	no	yes	9	1884	2	no	D
12092	18.833333333	no	yes	12	13238	2	no	A
12094	15	no	yes	12	6577	2	no	A
12096	15.25	no	yes	8	12124	0	no	D
12097	16.333333333	no	no	12	10970	5	no	SA
12099	14.166666667	no	no	14	7354	1	no	SD
12104	21.75	no	no	13	6124	3	yes	SA
12108	18.666666667	yes	yes	5	8491	2	no	SD
12113	19.333333333	no	yes	12	35000	4	no	SD
12115	19.333333333	no	yes	16	10399	1	yes	D
12117	15.083333333	yes	no	12	14707	1	no	D
12118	16.333333333	no	yes	3	8491	2	yes	A
12120	20.333333333	no	yes	14	8491	1	yes	A
12121	20.083333333	no	no	10	7354	0	no	SD
12123	19.416666667	no	yes	12	5196	4	no	SA
12128	17.166666667	no	yes	11	11659	5	no	D
12135	17.416666667	no	yes	10	404	4	yes	D
12136	18.916666667	yes	yes	8	8491	2	no	D
12137	18.333333333	no	no	9	5307	5	no	D
12138	16	no	no	9	5307	5	no	D
12140	21	no	yes	9	7165	4	yes	D
12145	17.916666667	no	no	10	7354	2	no	D
12155	14.75	no	no	12	3578	2	yes	D
12164	19.666666667	no	no	12	3653	2	no	D
12166	17.916666667	no	no	8	3357	1	no	A
12167	15.333333333	no	no	8	3357	1	no	D
12168	19.166666667	no	no	6	3889	6	yes	D
12169	16.083333333	no	no	6	3889	6	yes	D
12195	19.916666667	no	no	12	6500	2	no	SD
12207	18.916666667	no	yes	12	4050	4	no	D
12215	21.833333333	no	no	0	6697	6	no	D
12216	21.166666667	no	no	12	13416	4	no	SD
12229	18.416666667	yes	yes	16	2625	1	no	D
12230	18.5	no	yes	12	1800	3	no	SD
12231	19.333333333	no	yes	12	2000	2	yes	A
12233	19.416666667	no	no	10	8491	3	yes	D
12234	18.25	no	no	12	3600	2	yes	D
12235	18.916666667	no	no	12	1490	7	no	D
12238	18.25	yes	yes	7	3000	2	yes	D
12239	14.5	yes	yes	7	3000	2	yes	SD
12242	17.333333333	no	yes	7	10399	5	yes	SD
12243	20.25	no	no	12	6928	2	yes	SD
12247	20.333333333	no	yes	8	3000	2	no	D
12248	17.833333333	no	no	7	3000	2	no	D
12249	20.666666667	no	yes	12	7000	1	no	SD
12250	20.083333333	no	no	16	3000	3	no	SD
12251	21.166666667	no	no	12	2900	6	no	SD
12252	20.166666667	no	no	12	14707	4	no	SD
12258	15.333333333	no	yes	12	7500	1	no	SD
12263	18.666666667	yes	yes	11	849	7	no	D
12264	21.166666667	no	no	12	6577	6	no	D
12265	21.833333333	no	no	12	1234	4	no	SD
12267	19.75	no	yes	16	14707	0	no	SD
12268	17.5	yes	no	12	8500	1	no	SD
12270	20.833333333	no	no	16	14707	4	no	SD
12271	21.666666667	no	no	14	17321	2	no	SD
12272	21.833333333	no	no	16	4200	2	yes	D
12273	21.75	no	no	11	4555	2	yes	A
12285	16.833333333	no	no	12	3633	6	no	SD
12286	17.833333333	no	no	12	3633	7	no	SA
12291	15.083333333	no	yes	12	1342	3	no	SD
12292	19.75	no	no	12	7354	0	no	SA
12294	20.666666667	no	no	12	8491	1	yes	D
12306	19.666666667	no	no	7	2475	3	no	D
12307	17.916666667	no	no	8	2475	3	no	SA
12309	19.083333333	no	no	6	4651	8	no	A
12314	18.583333333	no	no	11	4000	1	no	D
12316	17.333333333	yes	yes	14	5307	5	yes	SD
12319	20.833333333	no	no	7	10399	4	yes	D
12320	15	no	no	7	1191	4	yes	D
12321	15	no	no	7	1191	4	yes	SA
12322	19.083333333	no	no	12	5200	4	yes	D
12328	15.083333333	yes	no	12	3464	5	yes	SD
12329	20.583333333	yes	yes	17	3748	4	yes	SD
12330	20.75	no	no	12	3813	6	no	SA
12332	17.833333333	no	no	3	2415	9	yes	D
12333	15.916666667	no	no	3	2415	9	yes	D
12334	17.25	yes	yes	7	1285	16	yes	D
12336	18.916666667	no	yes	13	10399	2	no	SD
12337	20.166666667	no	no	13	10399	2	no	SD
12339	15.166666667	yes	yes	9	4596	4	yes	SD
12340	18.75	yes	no	12	3616	3	yes	D
12344	16.666666667	no	no	16	7354	2	no	SA
12346	17.833333333	no	yes	13	6577	3	no	D
12347	16.416666667	no	yes	13	6004	3	no	D
12349	18.416666667	no	no	13	4651	9	no	D
12351	14.666666667	no	no	14	2918	2	no	SD
12352	14.416666667	yes	yes	12	2623	1	no	SD
12356	19	no	yes	5	5669	6	no	D
12357	16.083333333	no	yes	5	5303	6	no	D
12359	19.25	no	no	6	2435	6	no	SD
12360	18.833333333	no	no	8	4919	5	no	SD
12362	20.083333333	no	no	13	8491	6	no	SD
12363	15.416666667	no	no	8	3402	4	no	A
12365	16.416666667	no	no	9	7354	4	yes	SD
12366	18	no	no	8	4434	13	no	D
12368	21.083333333	yes	yes	12	2309	3	yes	D
12370	21.416666667	no	no	5	6708	5	no	A
12373	18.083333333	yes	no	10	6004	5	no	D
12379	21.333333333	yes	no	12	14707	4	yes	SD
12381	19.583333333	yes	no	10	2580	3	no	SD
12382	17.416666667	no	no	10	6577	4	yes	SD
12383	16.583333333	no	no	10	6004	4	yes	D
12384	14.333333333	no	no	12	2500	1	yes	D
12388	14.833333333	no	yes	12	8491	2	no	D
12389	18	no	yes	12	9391	2	yes	A
12390	16.75	no	yes	12	9391	2	no	D
12391	15.25	yes	yes	11	3352	4	yes	SD
12392	16.083333333	yes	no	11	2223	9	yes	D
12393	15.75	yes	yes	12	31157	2	yes	SD
12395	17.75	no	no	12	6046	3	yes	SD
12398	19.916666667	no	no	9	8491	1	no	D
12402	16.333333333	yes	yes	8	3354	6	yes	A
12408	19.416666667	no	no	12	9263	3	yes	D
12409	15.25	no	no	7	3266	7	no	D
12416	19.25	no	no	3	2250	0	no	D
12417	18.083333333	yes	no	12	1961	2	yes	SD
12419	21	no	no	12	8491	5	no	D
12421	16.25	yes	yes	13	4330	2	no	D
12424	14.083333333	no	no	7	6004	5	yes	D
12426	21	no	no	9	12522	1	no	D
12429	17.166666667	yes	yes	12	7348	3	no	SD
12430	15.75	yes	yes	12	7348	3	no	SD
12431	21	no	yes	12	4000	3	no	D
12434	21.916666667	no	no	12	9051	3	no	A
12439	14.25	no	no	8	2327	3	no	SD
12442	18.75	no	no	7	783	7	yes	SA
12444	20.75	no	no	11	2683	4	yes	D
12446	19.916666667	no	yes	12	17500	5	no	SD
12447	19.166666667	no	yes	10	4025	3	yes	SD
12449	20.583333333	no	yes	4	7354	3	yes	D
12453	20.166666667	no	no	18	2600	1	yes	D
12454	16.083333333	no	yes	8	4330	1	yes	SA
12457	21.75	no	no	6	2318	3	no	A
12459	20.583333333	no	yes	7	6788	3	yes	D
12460	15.166666667	no	no	12	8491	4	no	D
12462	17.333333333	yes	no	10	1947	3	no	D
12464	21.916666667	yes	no	0	3780	3	no	SD
12466	19.25	yes	no	0	3780	3	no	SD
12468	18.416666667	yes	no	12	1732	3	no	D
12470	21.75	yes	no	12	6577	4	no	SD
12472	18	no	yes	9	6928	1	no	D
12474	14.5	no	no	5	3846	2	no	D
12475	17.5	yes	no	12	692	3	no	SD
12476	20.583333333	no	yes	12	5091	3	no	SD
12478	18.166666667	yes	yes	10	5774	1	no	D
12479	14.666666667	yes	yes	12	7354	2	no	SD
12480	18.75	no	no	12	14707	2	no	SD
12481	21.75	no	no	8	3464	4	no	D
12483	18.666666667	yes	yes	9	1581	2	yes	A
12486	17.083333333	no	yes	12	6004	5	no	D
12490	18.916666667	no	yes	11	6004	2	no	D
12492	14.916666667	no	no	12	3272	11	yes	SD
12494	18.5	yes	no	12	2400	7	yes	D
12495	16.916666667	yes	yes	11	2828	7	no	D
12497	18.916666667	no	no	9	5559	2	yes	SD
12498	15.833333333	no	yes	10	3130	2	yes	D
12499	15.25	yes	yes	10	9638	6	yes	D
12501	18.25	no	yes	8	10399	11	no	D
12502	20.916666667	yes	yes	14	10000	1	no	A
12503	19.916666667	yes	no	12	14707	7	yes	D
12504	15.25	yes	yes	6	6004	5	yes	A
12505	20.083333333	no	no	12	10399	6	no	SD
12506	18.5	no	yes	8	6577	3	no	SD
12507	15.416666667	no	yes	12	7354	1	yes	D
12509	18.166666667	yes	no	12	8491	2	yes	SA
12511	18.583333333	yes	no	10	2887	4	yes	A
12512	20.5	no	no	3	8491	5	yes	D
12513	21.333333333	no	yes	6	5200	6	no	SD
12519	17.666666667	no	yes	12	5000	1	no	D
12523	14.25	yes	no	12	8491	1	no	D
12527	21.25	no	yes	12	2600	6	no	D
12529	15	no	yes	11	0	2	yes	A
12530	19.5	no	no	12	3286	7	no	SA
12532	19.833333333	no	yes	10	7354	2	yes	D
12536	20.333333333	no	no	12	4257	8	no	D
12539	14.25	no	no	7	4726	4	yes	A
12540	14.333333333	yes	no	8	2560	8	yes	SD
12542	14.5	yes	no	10	2449	13	yes	SD
12544	21.833333333	yes	no	12	4434	1	yes	A
12547	17.083333333	no	yes	8	1225	11	yes	SD
12549	18.666666667	yes	no	12	10399	5	yes	D
12553	15.166666667	no	no	8	6004	5	no	SD
12554	18.416666667	no	no	8	6004	4	no	SD
12555	16.166666667	no	yes	11	2041	4	yes	D
12556	18.666666667	no	yes	11	8491	4	yes	A
12560	19.333333333	yes	yes	8	14707	15	no	SD
12564	21.75	no	no	17	1000	4	no	D
12567	21.75	no	no	8	7101	3	yes	D
12568	20.916666667	no	yes	10	5880	3	no	D
12569	20.416666667	no	yes	12	7000	8	yes	SD
12571	19.416666667	no	no	12	9192	6	no	SD
12572	21.25	yes	yes	8	10399	5	yes	SD
12575	19.666666667	yes	yes	11	3394	1	yes	SD
12577	19.75	no	no	12	14707	3	no	SD
12583	19.166666667	no	yes	14	4197	1	no	SD
12584	20	no	no	10	5860	3	no	SD
12593	21.25	no	yes	12	1891	7	no	D
12598	19.666666667	no	yes	12	5200	2	no	D
12601	21.75	no	no	10	14707	8	yes	D
12607	18.666666667	no	no	12	2000	0	no	D
12608	21.5	no	no	12	6200	4	yes	D
12611	20.083333333	no	yes	16	10213	1	no	SD
12616	18.25	no	yes	14	7496	2	yes	SD
12617	20.083333333	no	yes	13	7089	4	no	D
12619	21.666666667	yes	no	12	4243	3	yes	SD
12622	21.666666667	no	no	8	4950	6	no	SD
12623	18.666666667	no	no	11	10399	3	yes	SD
12624	19.333333333	no	no	12	434	4	yes	SD
12625	20.916666667	no	no	20	9380	5	no	SD
12627	18.666666667	yes	yes	12	10399	6	no	SD
12628	20.666666667	yes	yes	12	10399	2	yes	D
12629	20.416666667	no	no	8	11667	4	no	D
12631	22	no	no	9	7800	2	no	D
12633	18.166666667	no	yes	12	3300	3	no	SD
12638	21.583333333	yes	yes	12	5500	2	no	SD
12640	21	no	no	12	6000	4	no	A
12645	19.666666667	no	no	6	8491	2	no	SD
12662	21.25	no	yes	12	4815	5	no	SD
12664	20.583333333	no	yes	12	7990	3	no	SD
12666	20.5	no	yes	12	3543	2	no	A
12672	20	no	no	12	3500	1	no	D
12673	19	no	no	12	3050	2	no	SD
12675	19.75	no	no	12	6800	3	yes	D
12676	19.333333333	no	no	16	5000	3	yes	D
