age	region	kids04	kids59	hoursWorked	education	familyIncome
3964	50	Atlantic	No	No	2034	9	13054
3965	36	Prairies	No	No	2781	12.1	25081
3966	61	Atlantic	No	No	0	12	30951
3968	48	Atlantic	No	No	313	9	25165
3969	30	Ontario	Yes	No	1825	12	22104
3971	53	Ontario	No	No	1043	14	39393
3972	48	Atlantic	No	No	2086	13.3	38927
3973	45	Prairies	No	No	521	8	28058
3974	65	Prairies	No	No	68	8	27898
3975	44	Ontario	No	No	2086	17.6	47264
3976	43	BC	No	Yes	2920	12.5	36556
3977	38	Atlantic	No	No	1874	14	16973
3978	30	Prairies	No	Yes	1043	11.5	25990
3979	57	Quebec	No	No	0	9	18379
3980	33	Ontario	Yes	Yes	652	20	24840
3981	61	Quebec	No	No	2086	9	18518
3982	39	Ontario	No	Yes	2086	12	37938
3983	61	Atlantic	No	No	0	7	27105
3984	30	Prairies	No	Yes	1043	15	6171
3985	34	Prairies	No	No	1958	12.5	6340
3986	42	Prairies	No	No	2086	13	0
3987	36	Quebec	No	No	330	9.2	31368
3988	56	Atlantic	No	No	0	6	26162
3989	45	Atlantic	No	No	0	15.2	32648
3990	41	Ontario	No	No	1043	11	41045
3991	60	Atlantic	No	No	0	15	38204
3993	43	Ontario	No	Yes	1798	12	38060
3994	40	Ontario	Yes	No	521	10	30300
3996	53	Prairies	No	No	1955	12.5	21790
3997	47	BC	No	No	1795	16	56772
3998	42	Atlantic	No	Yes	0	12.5	1721
3999	44	Quebec	No	No	0	10	46576
4000	57	Ontario	No	No	2972	8	19638
4001	34	Atlantic	No	No	180	6.3	17755
4002	52	Quebec	No	No	2086	12	31030
4003	49	Ontario	No	No	1251	12.5	43431
4004	45	Atlantic	No	No	531	7	21779
4005	42	Prairies	No	No	2607	11	54046
4006	35	Prairies	No	No	3584	11	28251
4007	47	Quebec	No	No	0	15	66136
4008	61	Prairies	No	No	0	17	57283
4009	48	Ontario	No	No	0	12	51670
4010	39	Prairies	No	Yes	95	14.5	33545
4011	45	Atlantic	No	No	1955	12	25314
4012	56	BC	No	No	0	12	57074
4013	31	Ontario	Yes	No	2086	19	33167
4014	44	Quebec	No	No	0	10	43323
4015	23	Atlantic	Yes	No	428	11	14459
4016	45	Quebec	No	Yes	0	6	25865
4017	30	Ontario	Yes	No	1177	15.5	40694
4018	53	Prairies	No	No	0	2.5	19576
4019	34	Prairies	Yes	No	1567	14.5	20767
4020	64	Prairies	No	No	1955	12	47671
4021	53	Ontario	No	No	1955	12	19781
4023	54	Prairies	No	No	782	14	11818
4024	36	Atlantic	No	No	1606	13	19490
4025	54	Prairies	No	No	2086	14	772
4026	46	Ontario	No	No	2040	16.5	65833
4027	38	Ontario	Yes	No	2086	14.1	21830
4028	39	Ontario	No	Yes	0	13	66324
4029	65	Quebec	No	No	0	7	15692
4030	26	Ontario	No	No	2346	12	12861
4031	47	Quebec	No	No	869	13	45028
4032	42	Atlantic	No	No	1955	13	43406
4033	33	Ontario	Yes	No	1825	12	12860
4034	45	Prairies	No	No	254	13	46530
4035	29	Atlantic	No	No	2086	11.5	20866
4036	48	BC	No	No	0	12	10143
4037	45	Atlantic	No	No	2607	13	47675
4038	29	Ontario	Yes	No	1981	12	46045
4039	50	Prairies	No	No	1825	10.5	3690
4040	62	Ontario	No	No	0	9	17417
4041	25	Quebec	Yes	No	111	15	34415
4042	38	BC	No	Yes	782	12	8019
4043	34	Ontario	Yes	No	1981	12.5	33070
4044	41	Atlantic	No	Yes	1851	13.1	31962
4045	32	Ontario	Yes	No	1564	12.5	30489
4046	62	Ontario	No	No	0	7	24923
4047	53	Prairies	No	No	1825	11.5	34862
4048	54	Prairies	No	No	1043	12	29188
4049	38	Prairies	No	Yes	2607	12	7196
4050	32	Ontario	Yes	No	834	19	71939
4051	64	Atlantic	No	No	1841	13	41420
4052	31	Prairies	No	No	433	17	35077
4053	34	Ontario	Yes	Yes	2086	18	31417
4054	38	Ontario	No	Yes	511	17	59843
4057	54	Ontario	No	No	2346	17	46995
4058	34	Ontario	No	Yes	2659	12	25097
4059	49	Ontario	No	No	278	2	43298
4060	60	Ontario	No	No	0	11	15891
4061	23	Prairies	No	No	1955	12.5	15020
4062	46	Atlantic	No	No	1043	13.6	44420
4063	57	Ontario	No	No	912	15	43056
4064	39	Quebec	No	Yes	1675	10.5	22035
4065	61	Ontario	No	No	0	15	43837
4066	37	BC	No	Yes	2086	14	20052
4067	32	Ontario	Yes	Yes	649	16	42358
4068	28	Ontario	No	No	1955	13	29091
4069	41	Atlantic	No	No	2086	12.5	25703
4072	62	Quebec	No	No	0	6	11113
4073	38	Prairies	No	No	1564	11	54261
4074	57	Ontario	No	No	0	3	37789
4075	35	Atlantic	Yes	Yes	0	12	43390
4076	29	Ontario	Yes	No	1495	15	26386
4077	54	Atlantic	No	No	0	10	15864
4078	47	Quebec	No	No	1804	9.8	11255
4079	52	Ontario	No	No	0	10	8847
4080	44	Prairies	No	No	1460	12.5	32538
4083	51	Atlantic	No	No	1043	9	55433
4084	38	Atlantic	No	No	1760	7	14287
4085	28	Atlantic	Yes	No	1506	14	40898
4086	31	Atlantic	No	No	0	10	27590
4087	36	Atlantic	Yes	No	1321	14	25455
4088	37	Atlantic	Yes	No	99	11.5	53071
4089	30	Ontario	Yes	No	1126	13	11426
4090	42	Quebec	No	No	0	14	46760
4091	57	Quebec	No	No	0	10	45465
4094	38	Prairies	No	No	821	12.6	30547
4095	35	Prairies	No	No	2346	12	59021
4096	47	Ontario	No	No	2086	15	53170
4097	36	Ontario	No	Yes	469	11	12929
4098	30	Ontario	No	No	2086	15	33810
4100	35	Quebec	Yes	Yes	0	12	35068
4101	57	Ontario	No	No	0	15	34569
4102	39	Atlantic	No	Yes	2086	13.3	88355
4103	30	Ontario	Yes	Yes	0	15	46612
4104	48	Ontario	No	No	2086	13	18450
4105	42	Ontario	No	No	1825	12.5	43981
4106	40	Atlantic	No	Yes	1729	13	31958
4107	48	Ontario	No	No	0	15	46017
4108	52	Ontario	No	No	1929	12	6400
4109	38	Prairies	No	No	1929	11	41834
4110	26	Prairies	No	No	185	14.3	23841
4111	46	Quebec	No	No	1825	16	44727
4112	52	Prairies	No	No	2007	16	3053
4113	32	Prairies	Yes	No	3043	12	21916
4114	21	Ontario	No	No	1825	12.5	16763
4115	46	Prairies	No	No	1616	14	57446
4116	44	Prairies	No	Yes	0	6	29050
4118	33	Atlantic	No	No	1747	14	38822
4119	62	BC	No	No	0	9	11383
4120	38	Prairies	No	No	1934	12.5	36018
4121	40	Atlantic	No	No	1010	10.5	26016
4122	49	Quebec	No	No	2086	7	17177
4123	57	Quebec	No	No	0	6	6342
4125	42	BC	No	Yes	0	12.5	2969
4126	43	Ontario	No	No	2086	12	39178
4127	31	Ontario	No	No	2086	14.3	0
4129	41	Prairies	No	No	0	17	27785
4130	50	Prairies	No	No	1564	10	20440
4131	65	Quebec	No	No	0	9	28823
4132	38	Atlantic	No	No	1825	9.5	58486
4134	25	Ontario	Yes	No	1981	16	29996
4135	29	Atlantic	Yes	No	931	15	28049
4136	43	Prairies	No	No	2086	12	60357
4137	58	Prairies	No	Yes	313	13	19134
4138	62	Ontario	No	No	0	4	26653
4139	43	Quebec	No	No	1825	10.5	39791
4140	25	Prairies	Yes	No	867	11.5	34225
4141	65	Atlantic	No	No	0	8	42817
4142	39	Ontario	No	No	1825	12	33406
4143	26	Ontario	Yes	No	2346	14	31787
4144	34	Quebec	No	No	764	11.4	10347
4145	44	Quebec	No	No	1668	14	30739
4146	54	Atlantic	No	No	0	7	36990
4147	30	Atlantic	Yes	No	1371	11	21464
4148	44	Quebec	No	No	0	12	26397
4149	30	Ontario	Yes	No	1460	14	11686
4150	30	Atlantic	No	No	1955	14	25144
4151	44	Prairies	No	No	1952	12	40142
4152	58	Quebec	No	No	1564	11	13231
4153	48	Atlantic	No	No	1199	12	31215
4154	54	Prairies	No	No	1043	12	39060
4155	33	Atlantic	No	No	570	8	22317
4156	32	BC	No	No	1304	12	30232
4157	63	Quebec	No	No	0	14	15562
4158	40	BC	No	Yes	115	12	35426
4159	31	Quebec	Yes	Yes	1981	17.5	19926
4160	34	Ontario	No	No	1977	13.5	45049
4161	52	Ontario	No	No	0	12	84856
4163	28	Prairies	No	Yes	1629	14.2	32546
4164	47	Atlantic	No	No	1825	14.1	71021
4165	37	Ontario	No	Yes	2190	8	18021
4166	43	Quebec	No	No	150	14	35082
4167	36	Ontario	No	No	0	10	46265
4168	33	Prairies	No	Yes	2086	12	24953
4169	32	Quebec	No	Yes	0	11	34777
4170	36	Ontario	No	Yes	1869	12.5	22865
4171	39	Quebec	Yes	Yes	1770	12	14919
4172	33	Ontario	No	Yes	886	12	30650
4173	34	Ontario	No	No	1738	12	45672
4174	42	Atlantic	No	No	1564	12	72134
4175	58	Ontario	No	No	0	8	51492
4176	39	Atlantic	No	No	782	12.5	36008
4177	58	Prairies	No	No	0	9	12314
4178	28	Prairies	Yes	Yes	0	13.5	0
4179	41	Quebec	No	No	1825	15	22730
4181	47	Ontario	No	Yes	109	14	24859
4182	50	Ontario	No	No	1304	12	18506
4183	39	Atlantic	No	No	2086	13	7917
4184	43	Ontario	No	No	0	13	39853
4185	39	Quebec	No	No	1955	13	26520
4187	44	Ontario	No	No	0	15	60716
4189	52	Atlantic	No	No	1955	10	28269
4190	45	Prairies	No	No	1304	16	56371
4193	65	BC	No	No	0	4	53117
4194	39	Ontario	No	No	1087	15	33874
4195	54	Ontario	No	No	760	12	39878
4196	60	Atlantic	No	No	0	16	90482
4197	47	Atlantic	No	No	2086	16.5	29533
4198	40	Ontario	Yes	Yes	0	16	19105
4199	63	Atlantic	No	No	0	10	12519
4200	50	Atlantic	No	No	1851	13	18947
4201	50	Quebec	No	No	782	10	12302
4203	53	Atlantic	No	No	1128	14	44007
4204	36	BC	No	Yes	1043	12	30849
4205	38	Quebec	No	No	2086	16.5	46348
4206	52	BC	No	No	1550	13.1	33964
4207	51	Prairies	No	No	0	12	5539
4208	22	Quebec	Yes	No	0	11	30855
4209	50	Prairies	No	No	0	10.5	53813
4210	47	Quebec	No	No	0	7	62137
4211	42	BC	No	No	2086	12	51154
4213	27	BC	No	No	0	13.5	28054
4214	49	Ontario	No	No	189	8	49276
4215	50	Ontario	No	No	0	13	36096
4217	35	Ontario	Yes	No	0	12	25324
4218	37	Atlantic	No	Yes	1955	12	30011
4219	41	Ontario	Yes	Yes	1773	12	29718
4220	29	Prairies	Yes	No	131	12.5	57789
4221	35	Prairies	No	No	832	13	33071
4222	44	Atlantic	No	No	1417	14	27626
4223	24	Prairies	No	No	2049	14.5	0
4224	61	Atlantic	No	No	0	12	52909
4226	35	Atlantic	No	Yes	0	12.5	30266
4227	38	Quebec	Yes	Yes	1784	17	37393
4228	40	Quebec	No	No	1304	12	19181
4229	44	Ontario	No	No	1825	14	16542
4230	34	BC	Yes	Yes	1043	12	21239
4231	42	Atlantic	No	No	652	9	12287
4232	47	Quebec	No	No	521	5	28481
4233	62	Atlantic	No	No	0	18	33355
4234	41	Prairies	No	Yes	1825	12	46707
4235	42	BC	No	No	1825	13.3	7691
4236	29	Atlantic	Yes	No	1217	13	19937
4237	38	Atlantic	No	No	1981	9	31696
4239	50	Quebec	No	No	0	10	28539
4240	44	Atlantic	No	Yes	86	18	32006
4241	56	Ontario	No	No	0	8	9153
4242	46	Quebec	No	No	2294	12.5	28163
4243	47	Prairies	No	Yes	0	4	35166
4244	34	Ontario	No	Yes	1955	13	29628
4245	54	Quebec	No	No	0	13	40385
4246	47	Ontario	No	No	0	8	27881
4247	30	Prairies	Yes	Yes	1356	13	45140
4248	49	Ontario	No	No	1147	16	49567
4249	26	Ontario	No	No	1304	14	29071
4250	37	Prairies	Yes	Yes	1103	16	46358
4251	49	Ontario	No	No	2086	12.5	40139
4252	58	BC	No	No	1073	12.5	24256
4253	58	BC	No	No	1981	12	46660
4254	55	Ontario	No	No	1564	16	53727
4255	36	Atlantic	No	No	2104	9	25038
4256	48	Atlantic	No	No	0	13	36989
4257	59	BC	No	No	2086	6	35958
4259	33	Prairies	Yes	No	0	13	41705
4261	62	Quebec	No	No	0	7	12461
4262	39	Atlantic	No	No	962	7	22614
4264	52	Atlantic	No	No	0	13	34222
4265	36	Prairies	Yes	Yes	43	13	61383
4266	39	Ontario	No	No	0	12.5	34899
4267	44	BC	No	Yes	260	12.5	37475
4268	37	Quebec	No	Yes	0	16	26768
4270	53	Prairies	No	No	2503	15	11736
4271	63	BC	No	No	2086	12	53722
4272	54	Atlantic	No	No	0	2	23074
4273	43	Ontario	No	Yes	1934	15	25499
4274	51	Atlantic	No	No	0	10	38117
4275	39	Prairies	No	Yes	1981	13	22557
4276	47	Quebec	No	No	0	11	43517
4277	31	Atlantic	Yes	Yes	2086	10	12248
4278	62	Quebec	No	No	0	11	21703
4279	44	Prairies	No	No	981	9	31471
4281	29	Atlantic	No	No	1371	13	38428
4282	46	Prairies	No	No	300	12.5	30686
4283	43	Ontario	No	No	2451	15	33163
4284	45	Quebec	No	No	0	12	17765
4285	42	Ontario	No	No	0	12.5	27521
4286	33	Prairies	Yes	Yes	0	16	37575
4287	37	Ontario	No	Yes	0	12	32277
4288	40	BC	No	No	0	14	26248
4289	33	Ontario	No	No	2607	9	25458
4290	41	BC	Yes	No	1304	12	14536
4291	29	BC	Yes	No	1447	13	25742
4292	28	Atlantic	Yes	Yes	1564	12	0
4293	35	Atlantic	No	No	0	9	16721
4294	60	Atlantic	No	No	0	6.5	13374
4295	29	Ontario	Yes	Yes	76	16	43755
4296	42	Ontario	No	No	0	11.1	39551
4297	36	Prairies	Yes	Yes	0	12	32536
4298	57	Quebec	No	No	1251	16.1	38259
4299	29	Prairies	No	No	2086	14	32939
4300	37	Atlantic	No	No	2346	9.9	16215
4301	37	BC	No	Yes	0	16	26491
4303	33	Atlantic	No	No	2086	14	39049
4304	34	Prairies	Yes	No	1043	13	38019
4306	39	Ontario	No	No	2085	17	4698
4307	57	Ontario	No	No	0	11	42497
4308	54	Atlantic	No	No	1388	10	33023
4309	32	Atlantic	Yes	Yes	1334	13.5	26749
4310	33	Ontario	No	Yes	0	11	26484
4312	49	Quebec	No	No	2086	12	33595
4313	32	Ontario	Yes	Yes	1945	14	16452
4314	34	Prairies	No	Yes	2607	16.5	69599
4315	46	Quebec	No	No	219	11	31757
4316	26	Ontario	No	No	2086	10.5	29184
4317	37	BC	No	No	2086	12.5	30765
4318	28	Ontario	Yes	No	752	18.2	24623
4319	30	Quebec	No	No	1107	18.3	15094
4320	42	Ontario	No	Yes	0	12	22714
4321	25	Prairies	Yes	No	0	12	38218
4322	64	Ontario	No	No	626	17	81758
4323	30	Ontario	Yes	No	2086	19	0
4324	63	Quebec	No	No	0	12	19688
4325	56	Ontario	No	No	1955	14	38768
4327	24	Prairies	Yes	No	2089	9	18086
4328	56	Atlantic	No	No	0	16	164306
4329	32	Atlantic	Yes	Yes	872	12	12821
4330	60	Atlantic	No	No	1792	12	11858
4331	53	Prairies	Yes	No	2190	5	48202
4332	64	Quebec	No	No	0	7	41091
4333	47	Ontario	No	No	156	18	71801
4334	42	Ontario	No	Yes	2086	10	23378
4335	36	Atlantic	No	Yes	0	7	12872
4336	54	Ontario	No	No	1981	16	64828
4337	39	Ontario	No	No	1390	12.8	42193
4338	32	Atlantic	Yes	No	782	11.5	15184
4339	49	Prairies	No	No	442	14	40844
4340	51	BC	No	No	0	14	37849
4341	43	Quebec	No	No	1225	15	35540
4342	65	Prairies	No	No	3767	13	6430
4343	35	Prairies	Yes	Yes	0	12	22546
4344	41	Prairies	No	Yes	1564	12	76947
4345	38	Atlantic	Yes	Yes	0	12	25882
4346	36	BC	Yes	No	1080	11.5	34391
4347	46	Quebec	No	Yes	0	7	24934
4348	55	Ontario	No	No	1955	17	68906
4349	30	Ontario	Yes	Yes	0	12	33977
4351	32	Atlantic	No	Yes	48	14	51579
4352	32	Ontario	Yes	No	1522	12	22078
4353	38	Ontario	No	No	391	8	29083
4354	36	Ontario	No	No	965	15.5	47989
4355	54	Quebec	No	No	1432	9	35006
4356	35	Prairies	Yes	No	1074	19	25155
4357	40	Prairies	No	No	794	16.8	22930
4358	46	Quebec	No	Yes	0	7	33988
4359	54	Prairies	No	No	1894	11	1281
4360	60	Prairies	No	No	730	12	28761
4361	51	Atlantic	No	No	1981	14	20866
4362	34	Prairies	No	Yes	0	12.5	29947
4363	19	Quebec	No	No	221	14.3	6762
4364	29	BC	No	Yes	1043	11	30124
4365	30	BC	No	Yes	524	12	35511
4366	32	Atlantic	Yes	No	2086	16.1	30637
4367	28	Ontario	Yes	No	1365	14	24900
4368	64	Ontario	No	No	0	13	56602
4369	30	Atlantic	No	No	2086	17.7	33270
4370	48	BC	No	No	1564	10	45064
4371	54	Ontario	No	No	0	12	36658
4372	54	Ontario	No	No	1955	9	25183
4373	44	Prairies	No	No	683	12.1	41929
4374	44	Quebec	No	No	0	13	35468
4375	36	BC	No	No	265	12	22459
4376	57	Atlantic	No	No	0	7	71232
4377	47	BC	No	No	869	14.2	54468
4378	48	Ontario	No	No	2086	13.5	46783
4379	47	Prairies	No	No	521	8	16714
4380	48	Atlantic	Yes	No	2086	13.5	49789
4381	38	Prairies	No	Yes	2086	12.5	58515
4382	52	Prairies	No	No	1770	10.5	22219
4383	49	Prairies	No	No	1043	14	148635
4384	39	Atlantic	Yes	No	2607	19	55290
4385	60	Ontario	No	No	576	14.1	32991
4386	32	Ontario	Yes	No	0	17.5	55570
4388	26	Ontario	Yes	No	856	14.3	19607
4389	57	Ontario	No	No	1564	14	31097
4390	43	BC	No	No	1981	12.1	14692
4391	31	Atlantic	No	Yes	2086	12	28517
4392	43	Ontario	Yes	Yes	367	13	4192
4394	54	Ontario	No	No	0	15	95022
4395	42	Ontario	No	Yes	1246	12	35888
4396	35	Ontario	Yes	No	655	16	29737
4397	51	Prairies	No	No	1078	11.5	30250
4398	48	BC	No	No	0	12	65663
4399	41	BC	No	No	0	12.5	23989
4400	42	Prairies	No	No	0	12	43301
4401	53	Atlantic	No	No	0	9	23226
4402	34	Quebec	Yes	Yes	1556	14	12501
4403	33	Ontario	Yes	No	0	16	40884
4404	46	Ontario	No	No	1304	8.8	52134
4405	38	Prairies	No	No	994	20	129317
4406	35	Prairies	No	No	0	13	53509
4407	57	BC	No	No	1391	11	18956
4408	19	BC	No	No	1971	12.5	27273
4409	42	Prairies	No	Yes	1043	13	49926
4410	63	Prairies	No	No	0	12	15006
4411	47	Quebec	No	No	1825	20	37017
4412	28	Atlantic	Yes	Yes	468	8.5	48434
4413	27	Prairies	Yes	No	1043	16.8	3308
4414	53	Ontario	No	No	1955	14	44868
4415	43	Prairies	No	No	1304	12	32993
4416	50	Quebec	No	No	1564	12	51202
4417	54	Ontario	No	No	654	14	59903
4418	32	Quebec	No	Yes	1825	11	19529
4419	45	Ontario	No	Yes	2086	12	31334
4420	33	Prairies	Yes	No	1955	17	27363
4421	48	Quebec	No	No	1460	13	27008
4422	51	Atlantic	No	No	1	9.3	38212
4423	43	Atlantic	No	No	0	14	92109
4424	55	Atlantic	No	No	2023	12	14412
4427	44	Ontario	No	Yes	1564	10	26697
4428	29	Prairies	No	No	1877	12	25938
4429	27	Quebec	No	No	0	12	7893
4430	58	Ontario	No	No	894	12.5	17851
4431	42	Ontario	No	No	1043	20	51616
4432	50	BC	No	No	2477	13	10484
4433	50	Ontario	No	No	1893	12.5	23270
4435	43	Prairies	No	No	1824	11	27492
4437	45	Atlantic	No	No	1564	12.5	19280
4438	46	Quebec	No	No	2086	16	239
4439	31	Quebec	Yes	Yes	1718	20	22746
4440	35	Ontario	No	Yes	2086	15	32630
4441	39	Ontario	No	Yes	1955	12	47765
4442	30	Prairies	No	Yes	2086	11	16791
4443	24	Atlantic	No	No	1669	12	8221
4444	30	Prairies	Yes	Yes	2633	14.5	44555
4445	44	Prairies	No	No	2086	13.5	37486
4446	28	Prairies	Yes	No	0	12	34307
4447	44	Prairies	No	No	0	8.5	44534
4448	38	Prairies	No	Yes	886	12	30020
4449	32	Ontario	Yes	No	1983	14	34339
4451	35	Quebec	No	No	1929	15	20550
4452	45	BC	No	Yes	939	15	11877
4453	48	Quebec	No	No	0	8	34097
4454	41	Ontario	No	Yes	1564	20	16852
4455	41	Atlantic	No	No	0	12	29342
4456	47	Prairies	No	No	1669	14	29027
4457	44	Quebec	No	No	1825	12	20215
4458	46	Atlantic	No	No	2086	10	24293
4460	39	Quebec	No	No	237	11.5	8530
4461	46	Atlantic	No	Yes	0	10	28984
4462	35	Atlantic	Yes	Yes	1929	18	47298
4463	40	BC	Yes	No	2911	16	23463
4464	38	Ontario	No	No	1955	12.5	46392
4465	42	Ontario	No	No	1955	11	31981
4466	44	Ontario	No	No	1825	12	37678
4467	31	Prairies	No	Yes	0	10	44331
4468	35	Ontario	Yes	Yes	1173	14	26093
4470	61	Prairies	No	No	0	14	21117
4471	34	Ontario	Yes	No	0	10	25964
4473	25	Ontario	Yes	No	488	12	14200
4474	46	Prairies	No	No	1955	10	29845
4475	35	Prairies	No	Yes	0	12	29673
4476	50	Atlantic	No	No	0	8	14779
4477	28	Ontario	No	No	2086	11	25022
4478	58	Prairies	No	No	1825	11	6938
4480	37	Ontario	No	Yes	0	10.7	12176
4481	48	Ontario	No	No	1251	13	49901
4482	27	Prairies	Yes	No	2086	12	28502
4483	32	Atlantic	No	Yes	0	12	31549
4484	62	Ontario	No	No	0	11	30828
4485	34	Ontario	No	Yes	2190	12	25545
4486	43	BC	No	Yes	782	15	56768
4487	43	Prairies	No	Yes	2034	15	10214
4488	32	Ontario	Yes	No	1955	12	6803
4490	56	Ontario	No	No	1825	20	56095
4491	42	BC	No	Yes	1095	15	21801
4492	63	Ontario	No	No	0	10.5	27494
4493	44	Ontario	No	No	1564	12	49368
4495	41	Ontario	No	Yes	2086	10.5	21062
4496	58	Quebec	No	No	1981	12.5	19056
4497	57	Prairies	No	No	0	12	4830
4498	45	Ontario	No	No	2086	12.5	64402
4499	34	Prairies	No	Yes	261	12	8445
4500	28	Prairies	No	No	1721	12	22667
4501	49	Ontario	No	No	1241	16	58197
4502	61	Ontario	No	No	0	10	24459
4503	52	Ontario	No	No	955	10	16885
4504	53	Quebec	No	No	298	9	23699
4505	54	Prairies	No	No	0	12.5	55238
4506	62	Quebec	No	No	0	7	49355
4507	40	Quebec	No	No	2086	15.3	10895
4508	36	Prairies	Yes	Yes	0	13	37653
4509	25	Quebec	Yes	No	0	12	26789
4510	64	Prairies	No	No	0	12	19020
4511	40	Ontario	No	No	2070	16.1	64630
4512	35	Atlantic	No	Yes	391	10	30817
4513	28	Atlantic	No	Yes	1825	10	27594
4514	56	Atlantic	No	No	0	11	34390
4515	38	Atlantic	No	Yes	1825	12	15805
4516	64	Atlantic	No	No	0	10	20494
4517	47	Atlantic	No	No	2346	17	43465
4518	39	Atlantic	No	No	1955	17	34730
4519	34	Ontario	No	No	1955	13.5	22126
4520	50	Atlantic	No	No	2086	12	32805
4521	61	Atlantic	No	No	0	13	22728
4522	36	BC	No	No	89	11	40836
4523	34	Atlantic	No	No	1825	12	37616
4524	37	Quebec	No	Yes	2086	15	30985
4525	64	Ontario	No	No	0	9	27486
4526	38	Prairies	No	No	1251	12	25227
4527	27	Prairies	Yes	No	1798	14	22314
4528	60	Ontario	No	No	417	17	37457
4529	44	Atlantic	No	Yes	1955	16.2	27391
4530	44	Atlantic	No	No	0	10	10374
4531	31	Ontario	Yes	No	0	12	9731
4532	19	Atlantic	No	No	0	11	39844
4533	45	Atlantic	No	No	0	12.4	34786
4535	57	BC	No	No	0	10	27223
4536	60	BC	No	No	311	10	45360
4537	27	Prairies	Yes	No	0	12	12497
4539	64	Quebec	No	No	0	6	18823
4540	34	Atlantic	Yes	No	1955	12.5	34320
4541	52	Ontario	No	No	730	8	30906
4542	48	Quebec	No	No	3129	12	58273
4543	51	Ontario	No	No	0	14	82818
4544	31	Prairies	No	Yes	992	13.3	47745
4545	46	Atlantic	No	No	2441	10.5	2973
4546	35	Atlantic	No	Yes	2086	14	25093
4547	49	Quebec	No	No	999	15	29566
4548	41	Ontario	No	No	2086	14.1	66817
4549	45	Prairies	No	No	365	13.1	56804
4550	44	Atlantic	No	No	0	15.5	62182
4551	43	Prairies	No	No	782	12.5	39659
4552	39	BC	No	No	599	11	22690
4553	31	Prairies	Yes	No	1251	10	39863
4554	31	Atlantic	No	Yes	278	8	22236
4555	54	Ontario	No	No	0	11	14242
4556	37	Ontario	No	Yes	1147	13.3	37558
4557	63	Ontario	No	No	0	7	32421
4558	58	Ontario	No	No	2086	12	34091
4559	44	Atlantic	No	No	21	16	36908
4560	34	Quebec	No	Yes	1043	4	49388
4561	27	Ontario	Yes	No	1042	13.5	38974
4562	43	Ontario	No	No	1981	12	52083
4563	60	Ontario	No	No	1564	8	23965
4564	41	Prairies	No	No	0	11.5	32709
4565	24	Prairies	Yes	No	0	8	12607
4566	61	Ontario	No	No	1251	12	5748
4567	41	Prairies	No	No	2086	14	40408
4568	40	BC	No	No	1564	18.3	13418
4569	49	Quebec	No	No	1083	7.4	39951
4570	60	BC	No	No	841	12	0
4573	63	Ontario	No	No	1955	10	27003
4575	33	Atlantic	No	No	1368	15	24888
4577	41	Quebec	No	Yes	1304	13	34429
4578	29	BC	No	No	1040	17	20541
4579	29	Ontario	Yes	No	1401	10.6	43644
4580	52	Ontario	No	No	1196	12.5	44527
4581	28	Quebec	Yes	No	1825	17	6636
4582	39	Atlantic	Yes	Yes	0	9	13656
4583	56	Atlantic	No	No	4172	12	9637
4584	60	Ontario	No	No	0	8	19146
4585	41	Ontario	No	No	2868	15	37617
4586	26	Ontario	Yes	No	0	12	33096
4587	64	BC	No	No	0	17	35239
4588	41	Prairies	No	Yes	1981	13	32256
4589	40	Prairies	No	No	1825	11	22586
4590	41	Quebec	No	No	0	12	21295
4591	34	Ontario	No	Yes	1564	12	27543
4592	39	Prairies	No	Yes	521	14	23302
4593	63	Atlantic	No	No	0	8	6024
4594	38	Atlantic	No	No	0	11.5	38951
4595	39	Atlantic	No	Yes	2347	14.2	30315
4596	31	Ontario	Yes	No	622	12	34441
4597	58	Prairies	No	No	0	10	23547
4598	40	Ontario	Yes	Yes	1929	13	35184
4599	41	Atlantic	No	No	863	12	33781
4600	23	Ontario	Yes	No	1043	10.1	40985
4601	65	Prairies	No	No	2086	8	47518
4602	40	Quebec	No	No	0	12.8	33331
4603	47	Prairies	No	No	2034	19.7	64668
4604	36	Atlantic	No	Yes	2086	12	27803
4607	39	Ontario	Yes	Yes	1095	12	41739
4608	24	Quebec	Yes	No	145	15	22782
4609	45	Atlantic	No	No	0	8	31890
4610	48	Atlantic	No	No	2086	16	33560
4611	29	Atlantic	Yes	Yes	662	12	29012
4612	34	Atlantic	No	No	1158	12	30272
4613	60	Ontario	Yes	No	0	4	38716
4614	26	Ontario	No	No	2092	14	22346
4615	44	Ontario	No	No	1043	11	41163
4616	52	Atlantic	No	No	0	12	17597
4617	25	BC	Yes	Yes	1344	10	27815
4618	43	Ontario	No	No	2815	10	7508
4619	35	BC	Yes	No	1460	14	7032
4620	47	Atlantic	No	No	0	9	44458
4621	48	Atlantic	No	No	0	15	53821
4622	32	Ontario	No	Yes	0	9	34352
4623	42	Ontario	No	Yes	0	12.5	28990
4624	56	Quebec	No	No	1898	15	23276
4625	37	BC	No	No	1872	12	40790
4626	31	Ontario	Yes	No	1825	12	33043
4627	59	Prairies	No	No	0	9	498
4628	34	Prairies	No	No	1795	12.5	13097
4629	38	Ontario	No	Yes	1955	16	34384
4630	34	BC	No	No	1849	9	50938
4631	35	Ontario	No	Yes	1773	15	28587
4632	42	Quebec	Yes	No	0	16	611
4633	41	Atlantic	No	No	2086	8	21433
